Timestamp,Temperature,Gas,Humidity,Pressure
1586339693,28,12887829,23,1022
1586339694,28,12887829,23,1022
1586339695,28,12887829,23,1021
1586339696,29,12887829,23,1021
1586339697,30,12887829,23,1021
1586339698,30,12887829,23,1021
1586339699,31,12887829,23,1021
1586339700,31,12887829,22,1022
1586339701,31,12887829,22,1022
1586339702,32,12887829,21,1022
1586339703,32,12887829,21,1022
1586339704,32,12887829,21,1022
1586339705,32,12887829,21,1022
1586339706,31,12887829,21,1022
1586339707,31,12887829,21,1022
1586339708,31,12887829,21,1022
1586339709,30,12887829,21,1022
1586339711,30,12887829,21,1022
1586339712,30,12887829,21,1022
1586339713,30,12887829,21,1022
1586339714,29,12887829,22,1022
1586339715,29,12887829,22,1022
1586339716,29,12887829,22,1021
1586339717,28,12887829,22,1021
1586339718,28,12887829,23,1021
1586339719,28,12887829,23,1021
1586339720,28,12887829,23,1021
1586339721,28,12887829,23,1021
1586339722,28,12887829,24,1021
1586339723,28,12887829,24,1021
1586339724,28,12887829,24,1021
1586339725,28,12887829,24,1021
1586339726,28,12887829,24,1021
1586339727,27,12887829,24,1021
1586339728,27,12887829,24,1021
1586339729,27,12887829,24,1021
1586339730,27,12887829,25,1021
1586339731,27,12887829,25,1021
1586339732,27,12887829,25,1021
1586339733,27,12887829,25,1021
1586339735,27,12887829,25,1021
1586339736,27,12887829,25,1021
1586339737,27,12887829,25,1021
1586339738,27,12887829,25,1021
1586339739,27,12887829,25,1021
1586339740,27,12887829,25,1021
1586339741,27,12887829,26,1021
1586339742,26,12887829,26,1021
1586339743,26,12887829,26,1021
1586339744,26,12887829,26,1021
1586339745,26,12887829,26,1021
1586339746,26,12887829,26,1021
1586339747,26,12887829,26,1021
1586339748,26,12887829,26,1021
1586339749,26,12887829,26,1021
1586339750,26,12887829,26,1021
1586339751,26,12887829,26,1021
1586339752,26,12887829,26,1021
1586339753,26,12887829,26,1021
1586339754,26,12887829,26,1021
1586339755,26,12887829,26,1021
1586339756,26,12887829,26,1021
1586339758,26,12887829,26,1021
1586339759,26,12887829,26,1021
1586339760,26,12887829,27,1021
1586339761,26,12887829,27,1021
1586339762,26,12887829,27,1021
1586339763,26,12887829,27,1021
1586339764,26,12887829,27,1022
1586339765,26,12887829,27,1021
1586339766,26,12887829,27,1021
1586339767,26,12887829,27,1022
1586339768,26,12887829,27,1022
1586339769,26,12887829,27,1022
1586339770,26,12887829,27,1022
1586339771,26,12887829,27,1022
1586339772,25,12887829,27,1022
1586339773,25,12887829,27,1022
1586339774,25,12887829,27,1022
1586339775,25,12887829,27,1022
1586339776,25,12887829,27,1022
1586339777,25,12887829,27,1022
1586339778,25,12887829,27,1022
1586339779,25,12887829,27,1022
1586339780,25,12887829,28,1022
1586339782,25,12887829,28,1022
1586339783,25,12887829,28,1022
1586339784,25,12887829,28,1022
1586339785,25,12887829,28,1022
1586339786,25,12887829,28,1022
1586339787,25,12887829,28,1022
1586339788,25,12887829,28,1022
1586339789,25,12887829,28,1022
1586339790,25,12887829,28,1022
1586339791,25,12887829,28,1022
1586339792,25,12887829,28,1022
1586339793,25,12887829,28,1022
1586339794,25,12887829,28,1021
1586339795,26,12887829,28,1021
1586339796,26,12887829,28,1021
1586339797,26,12887829,27,1022
1586339798,26,12887829,27,1022
1586339799,26,12887829,27,1022
1586339800,25,12887829,27,1022
1586339801,25,12887829,27,1022
1586339802,25,12887829,27,1022
1586339803,25,12887829,27,1022
1586339805,25,12887829,27,1022
1586339806,25,12887829,27,1022
1586339807,25,12887829,27,1022
1586339808,25,12887829,28,1022
1586339809,25,12887829,28,1022
1586339810,25,12887829,28,1022
1586339811,25,12887829,28,1022
1586339812,25,12887829,28,1022
