Timestamp,Temperature,Gas,Humidity,Pressure
1586339984,27,12887829,25,1021
1586339985,27,12887829,25,1021
1586339986,27,12887829,25,1021
1586339987,27,12887829,25,1021
1586339988,27,12887829,25,1021
1586339990,27,12887829,25,1021
1586339991,27,12887829,25,1021
1586339992,27,12887829,25,1021
1586339993,27,12887829,25,1021
1586339994,28,12887829,25,1021
1586339995,29,12887829,25,1021
1586339996,30,12887829,24,1021
1586339997,31,12887829,24,1021
1586339998,32,12887829,23,1021
1586339999,33,12887829,22,1021
1586340000,34,12887829,21,1021
1586340001,35,12887829,20,1021
1586340002,35,12887829,19,1021
1586340003,36,12887829,19,1021
1586340004,36,12887829,18,1021
1586340005,36,12887829,18,1021
1586340006,36,12887829,18,1021
1586340007,36,12887829,18,1021
1586340008,36,12887829,17,1021
1586340009,35,12887829,17,1021
1586340010,35,12887829,17,1021
1586340011,34,12887829,17,1021
1586340012,34,12887829,17,1021
1586340014,33,12887829,18,1021
1586340015,33,12887829,18,1021
1586340016,32,12887829,18,1021
1586340017,31,12887829,19,1021
1586340018,31,12887829,19,1021
1586340019,31,12887829,19,1021
1586340020,30,12887829,20,1021
1586340021,30,12887829,20,1021
1586340022,29,12887829,20,1021
1586340023,29,12887829,21,1021
1586340024,29,12887829,21,1021
1586340025,29,12887829,21,1021
1586340026,28,12887829,22,1021
1586340027,28,12887829,22,1021
1586340028,28,12887829,22,1021
1586340029,28,12887829,22,1021
